date,mean_temp
1980-02-24,6.6000000000000005
1980-03-02,5.5
1980-03-09,5.257142857142857
1980-03-16,5.457142857142857
1980-03-23,2.957142857142857
1980-03-30,8.185714285714285
1980-04-06,8.3
1980-04-13,9.1
1980-04-20,12.657142857142857
1980-04-27,8.671428571428573
1980-05-04,10.2
1980-05-11,9.228571428571428
1980-05-18,15.642857142857142
1980-05-25,13.05714285714286
1980-06-01,12.37142857142857
1980-06-08,17.22857142857143
1980-06-15,16.3
1980-06-22,14.385714285714286
1980-06-29,13.757142857142856
1980-07-06,14.885714285714286
1980-07-13,13.914285714285716
1980-07-20,14.7
1980-07-27,17.62857142857143
1980-08-03,19.02857142857143
1980-08-10,18.428571428571427
1980-08-17,18.514285714285712
1980-08-24,15.957142857142856
1980-08-31,16.914285714285715
1980-09-07,16.314285714285713
1980-09-14,16.142857142857142
1980-09-21,16.97142857142857
1980-09-28,15.014285714285714
1980-10-05,12.37142857142857
1980-10-12,9.37142857142857
1980-10-19,8.114285714285714
1980-10-26,10.62857142857143
1980-11-02,9.128571428571428
1980-11-09,3.571428571428572
1980-11-16,7.771428571428571
1980-11-23,11.55714285714286
1980-11-30,5.242857142857142
1980-12-07,3.5142857142857147
1980-12-14,7.314285714285715
1980-12-21,4.742857142857143
1980-12-28,6.528571428571429
1981-01-04,7.614285714285714
1981-01-11,3.542857142857143
1981-01-18,3.228571428571428
1981-01-25,6.928571428571429
1981-02-01,5.0
1981-02-08,6.857142857142857
1981-02-15,2.628571428571429
1981-02-22,1.8857142857142857
1981-03-01,3.171428571428572
1981-03-08,7.271428571428571
1981-03-15,10.6
1981-03-22,7.8428571428571425
1981-03-29,11.357142857142858
1981-04-05,7.8428571428571425
1981-04-12,12.385714285714286
1981-04-19,9.328571428571427
1981-04-26,5.671428571428572
1981-05-03,8.157142857142857
1981-05-10,11.685714285714283
1981-05-17,13.142857142857142
1981-05-24,13.2
1981-05-31,13.185714285714283
1981-06-07,14.685714285714283
1981-06-14,15.44285714285714
1981-06-21,14.0
1981-06-28,13.857142857142858
1981-07-05,14.857142857142858
1981-07-12,19.214285714285715
1981-07-19,16.82857142857143
1981-07-26,16.52857142857143
1981-08-02,17.685714285714287
1981-08-09,18.47142857142857
1981-08-16,18.5
1981-08-23,16.62857142857143
1981-08-30,19.17142857142857
1981-09-06,16.5
1981-09-13,17.142857142857142
1981-09-20,15.828571428571427
1981-09-27,14.757142857142856
1981-10-04,13.05714285714286
1981-10-11,12.014285714285714
1981-10-18,7.3
1981-10-25,7.214285714285714
1981-11-01,9.171428571428573
1981-11-08,8.914285714285715
1981-11-15,7.042857142857143
1981-11-22,9.914285714285716
